world_id,span,absence_case,imputation,duplicates,config_set,correlation_type,measure,min_rows,exclude,threshold,n_concordant,concordant,n_assessed,changed,joiners,leavers
span=union__case=B__k=09,union,B,9,artefact,all,spearman,median,3,none,0.25,6,113 294 398 473 702 939,15,True,,190 917
span=union__case=B__k=09,union,B,9,artefact,all,spearman,median,3,none,0.5,2,294 702,15,True,,190 473 917
span=union__case=B__k=09,union,B,9,artefact,all,spearman,median,3,none,0.75,0,,15,True,,702 917
span=union__case=B__k=09,union,B,9,artefact,all,spearman,median,3,none,0.9,0,,15,True,,917
span=union__case=B__k=09,union,B,9,artefact,effective,pearson,mean,3,none,0.1,8,113 190 294 343 398 473 702 939,15,True,343,917
span=union__case=B__k=09,union,B,9,artefact,effective,pearson,mean,3,none,0.25,6,113 294 398 473 702 939,15,True,,190 917
span=union__case=B__k=09,union,B,9,artefact,effective,pearson,mean,3,none,0.5,3,398 473 702,15,True,398,190 917
span=union__case=B__k=09,union,B,9,artefact,effective,pearson,mean,3,none,0.75,1,702,15,True,,917
span=union__case=B__k=09,union,B,9,artefact,effective,pearson,mean,3,none,0.9,0,,15,True,,917
span=union__case=B__k=09,union,B,9,artefact,effective,pearson,median,3,none,0.1,8,113 190 294 398 473 702 917 939,15,False,,
span=union__case=B__k=09,union,B,9,artefact,effective,pearson,median,3,none,0.25,7,113 294 398 473 702 917 939,15,True,,190
span=union__case=B__k=09,union,B,9,artefact,effective,pearson,median,3,none,0.5,3,473 702 917,15,True,,190 294 398
span=union__case=B__k=09,union,B,9,artefact,effective,pearson,median,3,none,0.75,2,702 917,15,True,,190
span=union__case=B__k=09,union,B,9,artefact,effective,pearson,median,3,none,0.9,1,917,15,False,,
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,3,fostair,0.1,7,113 190 294 343 398 473 702,12,True,343,
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,3,fostair,0.25,4,294 398 473 702,12,True,,113 190
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,3,fostair,0.5,1,398,12,True,398,190 702
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,3,fostair,0.75,0,,12,True,,702
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,3,fostair,0.9,0,,12,False,,
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,3,none,0.1,8,113 190 294 343 398 473 702 939,15,True,343,917
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,3,none,0.25,5,294 398 473 702 939,15,True,,113 190 917
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,3,none,0.5,1,398,15,True,398,190 702 917
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,3,none,0.75,0,,15,True,,702 917
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,3,none,0.9,0,,15,True,,917
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,5,none,0.1,8,113 190 294 343 398 473 702 939,15,True,343,917
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,5,none,0.25,5,294 398 473 702 939,15,True,,113 190 917
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,5,none,0.5,1,398,15,True,398,190 702 917
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,5,none,0.75,0,,15,True,,702 917
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,5,none,0.9,0,,15,True,,917
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,20,none,0.1,8,113 190 294 343 398 473 702 939,12,True,343,
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,20,none,0.25,5,294 398 473 702 939,12,True,,113 190
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,20,none,0.5,1,398,12,True,,190 702
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,20,none,0.75,0,,12,True,,190 398 702
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,20,none,0.9,0,,12,False,,
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,37,none,0.1,7,113 190 294 343 473 702 939,11,True,343,
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,37,none,0.25,4,294 473 702 939,11,True,,113 190
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,37,none,0.5,0,,11,True,,190 702
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,37,none,0.75,0,,11,True,,190 702
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,mean,37,none,0.9,0,,11,True,,702
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,median,3,none,0.1,7,113 190 294 398 473 702 939,15,True,,917
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,median,3,none,0.25,5,294 398 473 702 939,15,True,,113 190 917
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,median,3,none,0.5,1,702,15,True,,190 294 398 917
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,median,3,none,0.75,0,,15,True,,190 702 917
span=union__case=B__k=09,union,B,9,artefact,effective,spearman,median,3,none,0.9,0,,15,True,,917
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,pearson,mean,3,none,0.1,8,113 190 294 343 398 473 702 939,15,True,343,917
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,pearson,mean,3,none,0.25,6,113 294 398 473 702 939,15,True,398,190 917
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,pearson,mean,3,none,0.5,2,473 702,15,True,,294 917
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,pearson,mean,3,none,0.75,0,,15,True,,702 917
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,pearson,mean,3,none,0.9,0,,15,True,,917
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,pearson,median,3,none,0.1,9,113 190 294 343 398 473 702 917 939,15,True,343,
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,pearson,median,3,none,0.25,7,113 294 398 473 702 917 939,15,True,,190
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,pearson,median,3,none,0.5,3,473 702 917,15,True,,190 294
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,pearson,median,3,none,0.75,2,702 917,15,False,,
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,pearson,median,3,none,0.9,1,917,15,False,,
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,spearman,mean,3,none,0.1,8,113 190 294 343 398 473 702 939,15,True,343,917
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,spearman,mean,3,none,0.25,5,294 398 473 702 939,15,True,398 939,113 190 917
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,spearman,mean,3,none,0.5,0,,15,True,,702 917
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,spearman,mean,3,none,0.75,0,,15,True,,917
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,spearman,mean,3,none,0.9,0,,15,True,,917
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,spearman,median,3,none,0.1,8,113 190 294 343 398 473 702 939,15,True,343,917
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,spearman,median,3,none,0.25,6,113 294 398 473 702 939,15,True,,190 917
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,spearman,median,3,none,0.5,0,,15,True,,190 294 473 702 917
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,spearman,median,3,none,0.75,0,,15,True,,917
span=union__case=B__k=09,union,B,9,artefact,effective_lookahead,spearman,median,3,none,0.9,0,,15,True,,917
span=union__case=C,union,C,,artefact,all,pearson,mean,3,none,0.1,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,all,pearson,mean,3,none,0.25,5,113 294 473 702 939,13,True,,190 917
span=union__case=C,union,C,,artefact,all,pearson,mean,3,none,0.5,3,294 473 702,13,True,,917
span=union__case=C,union,C,,artefact,all,pearson,mean,3,none,0.75,0,,13,True,,702 917
span=union__case=C,union,C,,artefact,all,pearson,mean,3,none,0.9,0,,13,True,,917
span=union__case=C,union,C,,artefact,all,pearson,median,3,none,0.1,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,all,pearson,median,3,none,0.25,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,all,pearson,median,3,none,0.5,3,294 473 702,13,True,,190 917
span=union__case=C,union,C,,artefact,all,pearson,median,3,none,0.75,2,473 702,13,True,,917
span=union__case=C,union,C,,artefact,all,pearson,median,3,none,0.9,0,,13,True,,917
span=union__case=C,union,C,,artefact,all,spearman,mean,3,none,0.1,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,all,spearman,mean,3,none,0.25,5,113 294 473 702 939,13,True,,190 917
span=union__case=C,union,C,,artefact,all,spearman,mean,3,none,0.5,3,294 473 702,13,True,,917
span=union__case=C,union,C,,artefact,all,spearman,mean,3,none,0.75,0,,13,True,,702 917
span=union__case=C,union,C,,artefact,all,spearman,mean,3,none,0.9,0,,13,True,,917
span=union__case=C,union,C,,artefact,all,spearman,median,3,none,0.1,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,all,spearman,median,3,none,0.25,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,all,spearman,median,3,none,0.5,3,294 473 702,13,True,,190 917
span=union__case=C,union,C,,artefact,all,spearman,median,3,none,0.75,0,,13,True,,702 917
span=union__case=C,union,C,,artefact,all,spearman,median,3,none,0.9,0,,13,True,,917
span=union__case=C,union,C,,artefact,effective,pearson,mean,3,none,0.1,4,294 473 702 939,13,True,,113 190 398 917
span=union__case=C,union,C,,artefact,effective,pearson,mean,3,none,0.25,4,294 473 702 939,13,True,,113 190 398 917
span=union__case=C,union,C,,artefact,effective,pearson,mean,3,none,0.5,3,294 473 702,13,True,294,190 917
span=union__case=C,union,C,,artefact,effective,pearson,mean,3,none,0.75,0,,13,True,,702 917
span=union__case=C,union,C,,artefact,effective,pearson,mean,3,none,0.9,0,,13,True,,917
span=union__case=C,union,C,,artefact,effective,pearson,median,3,none,0.1,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,effective,pearson,median,3,none,0.25,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,effective,pearson,median,3,none,0.5,2,473 702,13,True,,190 294 398 917
span=union__case=C,union,C,,artefact,effective,pearson,median,3,none,0.75,1,702,13,True,,190 917
span=union__case=C,union,C,,artefact,effective,pearson,median,3,none,0.9,0,,13,True,,917
span=union__case=C,union,C,,artefact,effective,spearman,mean,3,fostair,0.1,4,113 294 473 702,11,True,,190 398
span=union__case=C,union,C,,artefact,effective,spearman,mean,3,fostair,0.25,4,113 294 473 702,11,True,,190 398
span=union__case=C,union,C,,artefact,effective,spearman,mean,3,fostair,0.5,3,294 473 702,11,True,294 473,190
span=union__case=C,union,C,,artefact,effective,spearman,mean,3,fostair,0.75,0,,11,True,,702
span=union__case=C,union,C,,artefact,effective,spearman,mean,3,fostair,0.9,0,,11,False,,
span=union__case=C,union,C,,artefact,effective,spearman,mean,3,none,0.1,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,effective,spearman,mean,3,none,0.25,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,effective,spearman,mean,3,none,0.5,3,294 473 702,13,True,294 473,190 917
span=union__case=C,union,C,,artefact,effective,spearman,mean,3,none,0.75,0,,13,True,,702 917
span=union__case=C,union,C,,artefact,effective,spearman,mean,3,none,0.9,0,,13,True,,917
span=union__case=C,union,C,,artefact,effective,spearman,mean,5,none,0.1,5,113 294 473 702 939,12,True,,190 398 917
span=union__case=C,union,C,,artefact,effective,spearman,mean,5,none,0.25,5,113 294 473 702 939,12,True,,190 398 917
span=union__case=C,union,C,,artefact,effective,spearman,mean,5,none,0.5,3,294 473 702,12,True,294 473,190 917
span=union__case=C,union,C,,artefact,effective,spearman,mean,5,none,0.75,0,,12,True,,702 917
span=union__case=C,union,C,,artefact,effective,spearman,mean,5,none,0.9,0,,12,True,,917
span=union__case=C,union,C,,artefact,effective,spearman,mean,20,none,0.1,5,113 294 473 702 939,8,True,,190 398
span=union__case=C,union,C,,artefact,effective,spearman,mean,20,none,0.25,5,113 294 473 702 939,8,True,,190 398
span=union__case=C,union,C,,artefact,effective,spearman,mean,20,none,0.5,3,294 473 702,8,True,294 473,190 398
span=union__case=C,union,C,,artefact,effective,spearman,mean,20,none,0.75,1,702,8,True,,190 398
span=union__case=C,union,C,,artefact,effective,spearman,mean,20,none,0.9,0,,8,False,,
span=union__case=C,union,C,,artefact,effective,spearman,mean,37,none,0.1,4,113 294 473 939,5,True,,190 702
span=union__case=C,union,C,,artefact,effective,spearman,mean,37,none,0.25,3,294 473 939,5,True,,113 190 702
span=union__case=C,union,C,,artefact,effective,spearman,mean,37,none,0.5,2,294 473,5,True,294 473,190 702
span=union__case=C,union,C,,artefact,effective,spearman,mean,37,none,0.75,0,,5,True,,190 702
span=union__case=C,union,C,,artefact,effective,spearman,mean,37,none,0.9,0,,5,True,,702
span=union__case=C,union,C,,artefact,effective,spearman,median,3,none,0.1,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,effective,spearman,median,3,none,0.25,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,effective,spearman,median,3,none,0.5,2,473 702,13,True,473,190 294 398 917
span=union__case=C,union,C,,artefact,effective,spearman,median,3,none,0.75,1,702,13,True,,190 917
span=union__case=C,union,C,,artefact,effective,spearman,median,3,none,0.9,0,,13,True,,917
span=union__case=C,union,C,,artefact,effective_lookahead,pearson,mean,3,none,0.1,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,effective_lookahead,pearson,mean,3,none,0.25,5,113 294 473 702 939,13,True,,190 917
span=union__case=C,union,C,,artefact,effective_lookahead,pearson,mean,3,none,0.5,3,294 473 702,13,True,,917
span=union__case=C,union,C,,artefact,effective_lookahead,pearson,mean,3,none,0.75,0,,13,True,,702 917
span=union__case=C,union,C,,artefact,effective_lookahead,pearson,mean,3,none,0.9,0,,13,True,,917
span=union__case=C,union,C,,artefact,effective_lookahead,pearson,median,3,none,0.1,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,effective_lookahead,pearson,median,3,none,0.25,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,effective_lookahead,pearson,median,3,none,0.5,3,294 473 702,13,True,,190 917
span=union__case=C,union,C,,artefact,effective_lookahead,pearson,median,3,none,0.75,2,473 702,13,True,473,917
span=union__case=C,union,C,,artefact,effective_lookahead,pearson,median,3,none,0.9,0,,13,True,,917
span=union__case=C,union,C,,artefact,effective_lookahead,spearman,mean,3,none,0.1,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,effective_lookahead,spearman,mean,3,none,0.25,5,113 294 473 702 939,13,True,939,190 917
span=union__case=C,union,C,,artefact,effective_lookahead,spearman,mean,3,none,0.5,3,294 473 702,13,True,294 473,917
span=union__case=C,union,C,,artefact,effective_lookahead,spearman,mean,3,none,0.75,0,,13,True,,917
span=union__case=C,union,C,,artefact,effective_lookahead,spearman,mean,3,none,0.9,0,,13,True,,917
span=union__case=C,union,C,,artefact,effective_lookahead,spearman,median,3,none,0.1,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,effective_lookahead,spearman,median,3,none,0.25,5,113 294 473 702 939,13,True,,190 398 917
span=union__case=C,union,C,,artefact,effective_lookahead,spearman,median,3,none,0.5,3,294 473 702,13,True,,190 917
span=union__case=C,union,C,,artefact,effective_lookahead,spearman,median,3,none,0.75,0,,13,True,,917
span=union__case=C,union,C,,artefact,effective_lookahead,spearman,median,3,none,0.9,0,,13,True,,917
span=D__case=A__dup=real,D,A,,real,all,pearson,mean,3,none,0.1,8,113 190 294 398 473 702 917 939,14,False,,
span=D__case=A__dup=real,D,A,,real,all,pearson,mean,3,none,0.25,7,113 190 294 473 702 917 939,14,False,,
span=D__case=A__dup=real,D,A,,real,all,pearson,mean,3,none,0.5,4,294 473 702 917,14,False,,
span=D__case=A__dup=real,D,A,,real,all,pearson,mean,3,none,0.75,2,702 917,14,False,,
span=D__case=A__dup=real,D,A,,real,all,pearson,mean,3,none,0.9,0,,14,True,,917
span=D__case=A__dup=real,D,A,,real,all,pearson,median,3,none,0.1,8,113 190 294 398 473 702 917 939,14,False,,
span=D__case=A__dup=real,D,A,,real,all,pearson,median,3,none,0.25,8,113 190 294 398 473 702 917 939,14,False,,
span=D__case=A__dup=real,D,A,,real,all,pearson,median,3,none,0.5,5,190 294 473 702 917,14,False,,
span=D__case=A__dup=real,D,A,,real,all,pearson,median,3,none,0.75,3,473 702 917,14,False,,
span=D__case=A__dup=real,D,A,,real,all,pearson,median,3,none,0.9,1,702,14,True,702,917
span=D__case=A__dup=real,D,A,,real,all,spearman,mean,3,none,0.1,7,113 190 294 398 473 702 939,14,True,,917
span=D__case=A__dup=real,D,A,,real,all,spearman,mean,3,none,0.25,6,113 190 294 473 702 939,14,True,,917
span=D__case=A__dup=real,D,A,,real,all,spearman,mean,3,none,0.5,3,294 473 702,14,True,,917
span=D__case=A__dup=real,D,A,,real,all,spearman,mean,3,none,0.75,1,702,14,True,,917
span=D__case=A__dup=real,D,A,,real,all,spearman,mean,3,none,0.9,0,,14,True,,917
span=D__case=A__dup=real,D,A,,real,all,spearman,median,3,none,0.1,7,113 190 294 398 473 702 939,14,True,,917
span=D__case=A__dup=real,D,A,,real,all,spearman,median,3,none,0.25,7,113 190 294 398 473 702 939,14,True,,917
span=D__case=A__dup=real,D,A,,real,all,spearman,median,3,none,0.5,4,190 294 473 702,14,True,,917
span=D__case=A__dup=real,D,A,,real,all,spearman,median,3,none,0.75,1,702,14,True,,917
span=D__case=A__dup=real,D,A,,real,all,spearman,median,3,none,0.9,0,,14,True,,917
span=D__case=A__dup=real,D,A,,real,effective,pearson,mean,3,none,0.1,7,113 190 294 398 473 702 939,14,True,,917
span=D__case=A__dup=real,D,A,,real,effective,pearson,mean,3,none,0.25,7,113 190 294 398 473 702 939,14,True,,917
span=D__case=A__dup=real,D,A,,real,effective,pearson,mean,3,none,0.5,3,190 473 702,14,True,,917
span=D__case=A__dup=real,D,A,,real,effective,pearson,mean,3,none,0.75,1,702,14,True,,917
span=D__case=A__dup=real,D,A,,real,effective,pearson,mean,3,none,0.9,1,702,14,True,702,917
span=D__case=A__dup=real,D,A,,real,effective,pearson,median,3,none,0.1,7,113 190 294 398 473 702 939,14,True,,917
